order_id,user_id,order_date,status,amount
101197,1334,2025-09-29 06:42:15,cancelled,1154.02
101198,3670,2024-10-20 10:56:40,paid,615.76
101199,1201,2025-01-28 09:13:12,paid,873.55
101200,1795,2025-06-09 12:01:40,paid,781.89
101201,2702,2025-02-15 06:57:11,paid,1044.02
101202,1455,2025-08-01 06:26:23,paid,808.96
101203,1934,2024-02-16 13:15:29,refunded,139.29
101204,747,2025-02-24 07:24:58,paid,211.24
101205,841,2024-05-02 02:47:14,paid,1195.21
101206,2496,2024-01-24 17:47:12,paid,200.84
101207,5615,2025-06-18 15:41:30,refunded,1599.44
101208,1089,2025-09-23 20:16:39,paid,316.64
101209,793,2024-12-12 20:56:48,paid,1069.78
101210,1268,2025-10-07 03:04:19,paid,71.3
101211,1551,2025-10-16 06:04:04,paid,484.53
101212,2691,2025-04-03 11:01:40,paid,874.88
101213,293,2025-11-02 17:27:10,paid,63.61
101214,4023,2025-02-23 20:25:48,paid,577.61
101215,1405,2024-03-02 18:03:03,paid,545.92
101216,1649,2025-06-15 07:47:48,paid,207.94
101217,2817,2025-02-01 10:34:55,paid,1206.67
101218,3911,2025-08-26 13:34:43,refunded,1133.42
101219,5338,2025-09-29 16:24:39,paid,346.28
101220,2919,2025-04-20 01:46:14,paid,137.44
101221,5172,2025-08-24 19:47:14,paid,295.91
101222,1398,2025-09-16 23:08:35,refunded,513.87
101223,1694,2025-06-19 00:45:33,paid,732.19
101224,1038,2024-11-12 03:37:02,cancelled,624.92
101225,3853,2025-01-29 08:23:24,paid,70.36
101226,5460,2024-07-15 18:33:07,paid,641.07
101227,1563,2025-06-24 18:44:05,paid,406.48
101228,1113,2025-02-24 16:56:14,paid,184.2
101229,1292,2025-01-28 07:52:24,paid,106.97
101230,1162,2025-01-25 17:26:00,paid,572.46
101231,1030,2024-09-21 07:55:22,paid,458.23
101232,4338,2025-02-19 01:03:53,paid,213.49
101233,4258,2025-10-28 16:33:16,paid,445.22
101234,2740,2025-06-26 13:11:35,paid,588.13
101235,979,2025-07-01 00:00:20,refunded,372.96
101236,518,2025-09-23 22:57:26,paid,547.11
101237,4994,2024-10-19 19:56:00,paid,281.28
101238,783,2025-06-03 03:45:57,paid,372.48
101239,2832,2025-05-26 08:09:05,paid,781.54
101240,5276,2025-07-30 10:46:55,cancelled,1297.62
101241,4181,2025-08-19 21:18:20,paid,269.1
101242,5832,2024-11-18 19:55:00,paid,1053.5
101243,5130,2025-09-22 00:14:30,paid,80.78
101244,138,2024-05-18 07:28:23,paid,794.54
101245,754,2025-05-23 20:27:18,paid,1248.85
101246,2954,2025-05-20 15:26:45,refunded,198.1
101247,4809,2024-09-29 11:16:32,paid,701.07
101248,2456,2025-03-11 01:46:47,paid,26.26
101249,2835,2025-03-07 06:58:30,paid,217.82
101250,580,2025-09-16 12:50:22,paid,158.77
101251,3256,2025-08-29 07:01:11,paid,79.06
101252,3267,2024-08-22 07:05:49,paid,335.79
101253,4650,2025-06-20 05:22:34,paid,213.1
101254,396,2025-08-22 17:08:06,paid,239.2
101255,1938,2025-06-05 15:57:35,paid,195.9
101256,5783,2025-10-27 10:20:44,paid,329.12
101257,5716,2025-08-29 12:16:43,paid,191.49
101258,5254,2025-10-28 03:17:37,refunded,1286.44
101259,5429,2025-05-18 20:51:47,paid,732.32
101260,5986,2025-05-24 22:29:11,refunded,822.96
101261,4906,2025-10-25 11:53:10,paid,589.29
101262,2590,2024-12-30 21:15:40,paid,1019.62
101263,3035,2025-05-02 10:05:39,paid,345.56
101264,170,2025-07-26 18:51:13,paid,204.0
101265,2338,2025-06-18 19:39:01,paid,1254.37
101266,3240,2025-09-13 20:46:23,refunded,216.21
101267,3416,2024-11-29 20:22:44,paid,144.6
101268,3569,2025-09-06 05:39:43,paid,694.3
101269,3217,2024-07-19 09:23:02,paid,918.32
101270,3485,2025-08-22 05:46:03,paid,345.23
101271,4836,2025-10-11 17:53:20,paid,460.01
101272,1842,2024-04-12 22:44:00,paid,694.64
101273,3761,2025-08-01 01:25:00,paid,439.08
101274,4553,2024-10-11 01:43:03,paid,294.62
101275,3027,2023-12-29 06:32:03,paid,261.66
101276,5422,2024-09-30 14:22:49,paid,220.2
101277,3966,2025-08-24 17:39:49,paid,124.59
101278,1602,2024-07-14 09:54:21,paid,361.72
101279,5480,2025-03-14 11:58:47,cancelled,1498.66
101280,5381,2025-06-27 03:30:12,paid,347.32
101281,1147,2025-06-05 14:14:43,paid,420.53
101282,4327,2025-10-13 18:37:39,paid,48.25
101283,2685,2025-09-12 20:55:32,paid,265.6
101284,112,2025-09-05 23:07:13,paid,912.75
101285,593,2025-10-20 09:28:02,cancelled,745.25
101286,2440,2025-02-27 08:03:23,paid,581.6
101287,1239,2025-09-30 06:02:11,paid,1359.04
101288,5984,2025-04-17 06:31:53,paid,1642.8
101289,2795,2023-10-15 03:57:27,paid,586.6
101290,2415,2025-09-04 20:02:01,paid,863.89
101291,2130,2025-01-02 13:48:49,cancelled,826.48
101292,2854,2025-05-05 15:53:24,paid,591.99
101293,2870,2025-01-26 04:37:12,paid,544.24
101294,5196,2024-10-20 16:55:11,cancelled,514.35
101295,3599,2025-10-16 13:02:27,paid,1043.34
101296,3804,2025-03-30 01:31:37,paid,1399.26
101297,1527,2024-01-21 19:57:50,paid,913.98
101298,1970,2025-09-05 16:07:54,paid,650.28
101299,952,2024-07-03 10:48:45,paid,1691.07
101300,1503,2025-03-01 03:54:57,refunded,334.29
101301,4468,2025-02-07 11:20:50,refunded,189.54
101302,3337,2024-05-30 12:32:29,paid,198.1
101303,110,2025-06-16 16:12:26,paid,369.17
101304,3987,2024-03-31 01:48:45,refunded,795.71
101305,2355,2024-08-19 17:47:16,paid,1359.93
101306,5320,2025-06-30 06:02:48,paid,685.9
101307,226,2024-10-21 01:26:43,paid,843.28
101308,3012,2025-06-23 18:30:22,paid,860.11
101309,4127,2024-10-07 12:18:21,cancelled,4613.18
101310,614,2024-10-15 08:06:11,paid,71.17
101311,5891,2025-11-02 09:49:58,paid,808.78
101312,99,2025-02-07 22:10:18,paid,268.55
101313,5459,2024-10-18 06:06:37,paid,968.35
101314,811,2025-11-02 08:04:35,paid,985.37
101315,5917,2025-07-16 15:38:57,paid,1274.01
101316,3338,2025-09-27 23:17:59,refunded,858.82
101317,2700,2025-08-11 08:32:32,paid,1112.0
101318,4910,2025-11-02 20:35:06,cancelled,457.88
101319,5918,2025-10-11 07:31:05,paid,2207.45
101320,1020,2025-05-06 08:46:20,paid,1764.63
101321,3026,2025-08-16 05:20:13,paid,789.85
101322,3529,2025-07-27 18:59:01,paid,941.06
101323,3887,2025-10-18 00:25:13,paid,939.62
101324,5183,2025-08-06 12:48:46,paid,44.62
101325,5018,2025-02-28 01:57:01,paid,250.0
101326,5507,2024-12-29 05:58:02,paid,559.56
101327,5579,2024-11-25 02:57:28,paid,683.66
101328,2980,2025-08-14 21:15:15,paid,36.61
101329,5756,2024-06-04 14:22:01,paid,244.92
101330,3341,2025-10-24 06:06:28,paid,451.04
101331,797,2024-05-23 21:00:18,paid,369.17
101332,1958,2025-02-26 20:59:03,paid,890.79
101333,3067,2025-02-21 06:40:26,paid,1057.54
101334,5109,2025-02-17 20:23:34,paid,382.88
101335,3021,2025-05-12 18:20:18,paid,47.39
101336,2681,2025-07-22 05:21:26,paid,189.75
101337,4442,2024-12-28 23:17:55,paid,921.89
101338,4820,2025-05-05 17:24:52,paid,1104.21
101339,2949,2025-04-25 21:34:01,paid,1161.38
101340,3732,2025-07-17 22:29:25,paid,115.29
101341,1102,2025-10-19 11:17:53,paid,175.22
101342,5485,2025-04-13 02:40:53,paid,1795.32
101343,1038,2024-12-12 02:58:43,paid,565.33
101344,4232,2025-08-31 23:32:06,paid,184.84
101345,5424,2025-10-29 07:20:37,paid,195.3
101346,792,2025-08-06 15:08:12,paid,218.01
101347,4175,2025-05-14 22:46:05,paid,118.13
101348,1779,2025-07-10 18:03:58,paid,680.05
101349,4801,2024-01-09 12:34:40,paid,563.94
101350,982,2025-03-03 09:45:15,cancelled,1648.02
101351,5538,2025-07-16 12:47:14,paid,88.13
101352,1266,2024-11-13 22:08:19,paid,898.36
101353,5171,2025-05-15 11:17:13,paid,814.05
101354,744,2025-09-02 15:21:00,paid,80.98
101355,2432,2025-04-06 06:30:41,paid,1699.06
101356,375,2025-10-04 21:43:28,paid,107.06
101357,1754,2025-10-18 13:40:00,refunded,397.82
101358,3898,2024-08-08 17:33:43,paid,723.84
101359,2537,2025-08-11 01:34:35,paid,80.0
101360,1992,2024-02-18 00:33:04,paid,97.98
101361,2929,2025-09-21 03:18:16,paid,501.68
101362,5431,2025-07-04 15:43:21,cancelled,444.89
101363,3447,2024-12-17 06:43:00,paid,384.14
101364,592,2025-04-24 12:17:22,paid,59.41
101365,5162,2025-08-25 03:40:02,paid,743.6
101366,4629,2025-06-27 04:09:38,paid,110.98
101367,2570,2024-08-19 02:52:49,refunded,482.33
101368,2873,2025-06-10 21:37:10,cancelled,493.55
101369,1177,2025-08-17 15:53:09,paid,71.17
101370,1336,2024-10-22 18:14:16,paid,384.61
101371,5414,2025-08-19 00:46:56,cancelled,201.77
101372,4694,2025-06-12 09:23:48,paid,548.52
101373,113,2025-03-28 13:28:18,paid,120.0
101374,3773,2024-11-13 05:37:15,paid,784.45
101375,5232,2025-04-19 14:12:01,paid,1439.97
101376,5295,2025-08-21 18:03:05,paid,2053.56
101377,1846,2025-08-18 06:27:33,cancelled,590.33
101378,5422,2025-04-05 02:30:36,paid,441.15
101379,1988,2025-10-30 06:17:00,paid,1158.86
101380,5636,2025-08-26 11:31:10,paid,59.41
101381,4830,2025-09-09 01:56:39,paid,662.06
101382,1986,2025-04-09 21:49:55,paid,233.6
101383,3293,2025-08-16 14:16:38,paid,501.37
101384,3243,2025-10-04 05:59:26,paid,569.02
101385,5092,2024-12-22 13:24:38,paid,1145.31
101386,253,2025-06-24 18:15:53,paid,149.07
101387,124,2024-08-18 01:53:17,paid,154.59
101388,1237,2025-10-17 04:40:16,paid,1058.49
101389,624,2025-01-31 20:43:43,paid,809.14
101390,3157,2025-06-25 09:30:47,cancelled,1237.46
101391,5636,2025-09-16 11:01:10,paid,313.08
101392,3137,2024-02-26 01:05:14,paid,310.36
101393,3390,2025-03-22 22:11:24,paid,357.72
101394,3418,2025-10-29 02:32:17,paid,2057.66
101395,1656,2025-10-09 06:46:26,paid,230.57
101396,1267,2025-06-01 23:39:26,paid,72.94
101397,2946,2024-09-11 15:14:02,paid,580.77
101398,1161,2024-12-14 03:41:37,paid,610.05
101399,2295,2024-08-18 17:51:09,cancelled,66.39
101400,441,2025-07-26 11:00:52,paid,120.63
101401,2093,2025-03-28 09:44:19,paid,157.48
101402,2706,2025-07-26 18:34:32,paid,130.77
101403,3760,2025-01-30 05:57:03,paid,274.91
101404,5113,2025-04-05 06:31:25,paid,488.27
101405,554,2025-05-22 05:24:47,paid,1285.45
101406,4905,2025-09-03 07:00:32,paid,410.06
101407,5067,2025-09-27 01:05:08,paid,207.84
101408,1113,2025-08-16 15:45:31,paid,875.51
101409,2778,2024-12-17 09:24:20,paid,1541.21
101410,1834,2024-10-10 16:25:02,paid,492.82
101411,1315,2025-02-15 05:52:32,paid,1135.75
101412,3494,2025-07-28 00:02:46,cancelled,1509.39
101413,3139,2025-09-03 12:05:04,paid,1297.94
101414,5371,2025-09-29 13:07:26,paid,521.39
101415,3113,2025-07-28 19:51:05,paid,1084.27
101416,99,2025-01-30 07:33:29,paid,1484.68
101417,3926,2024-06-13 03:18:29,paid,149.07
101418,1480,2025-04-23 15:44:43,paid,443.2
101419,5711,2025-08-13 23:22:31,paid,80.98
101420,4397,2025-10-28 12:40:30,paid,434.46
101421,1223,2024-05-10 01:42:09,paid,252.2
101422,5779,2025-11-02 11:58:32,paid,364.13
101423,4584,2025-06-19 17:57:05,paid,312.55
101424,5521,2025-01-26 13:34:00,paid,858.96
101425,1005,2025-06-18 15:59:00,paid,566.21
101426,477,2025-08-28 10:24:41,refunded,953.43
101427,5242,2025-09-15 05:43:37,refunded,468.01
101428,5432,2025-10-23 22:16:11,paid,409.07
101429,1136,2025-04-06 17:48:04,paid,57.79
101430,2857,2025-06-07 01:58:08,paid,286.61
101431,1706,2025-06-04 09:03:56,paid,250.0
101432,518,2025-10-23 06:48:49,cancelled,1077.25
101433,1221,2025-09-05 03:43:56,paid,64.84
101434,2507,2024-09-06 04:57:10,paid,129.37
101435,4326,2024-11-29 17:33:18,refunded,2189.92
101436,1192,2024-12-09 08:35:13,paid,444.09
101437,3881,2025-06-01 17:14:35,paid,437.44
101438,3244,2025-02-18 19:24:00,paid,535.09
101439,1978,2025-09-04 11:00:11,paid,158.12
101440,5480,2025-06-15 04:49:08,paid,73.32
101441,2243,2024-08-04 20:54:55,paid,148.44
101442,3091,2025-02-24 06:15:30,paid,498.39
101443,1888,2025-07-26 01:03:37,paid,609.93
101444,5169,2025-02-19 06:23:58,refunded,46.53
101445,4560,2025-10-19 04:30:33,paid,804.29
101446,974,2024-04-30 02:16:55,paid,131.17
101447,5278,2025-05-23 10:15:00,paid,275.68
101448,66,2025-08-13 06:24:12,paid,136.59
101449,2907,2025-07-28 22:24:17,paid,750.27
101450,571,2024-11-03 15:16:25,refunded,735.37
101451,3893,2025-08-18 00:21:58,paid,420.28
101452,308,2024-05-23 14:15:06,paid,342.13
101453,3409,2024-07-09 04:36:46,paid,326.66
101454,3743,2025-02-09 19:57:54,cancelled,243.59
101455,783,2025-09-28 08:50:16,paid,622.31
101456,4217,2025-08-06 09:04:26,cancelled,1025.64
101457,766,2025-08-21 02:32:01,paid,248.49
101458,3476,2025-03-15 22:20:04,paid,847.11
101459,773,2025-07-21 20:43:29,refunded,800.62
101460,3858,2025-05-26 00:56:44,paid,248.28
101461,3186,2025-05-19 07:06:50,paid,143.46
101462,5083,2024-09-20 08:33:15,paid,827.92
101463,540,2025-10-26 01:22:30,paid,947.18
101464,2050,2024-12-05 18:47:10,paid,602.59
101465,3284,2025-08-26 06:36:20,paid,547.11
101466,4676,2024-02-17 13:28:10,paid,116.8
101467,1664,2025-10-24 10:03:47,paid,392.36
101468,1048,2025-03-15 16:49:48,paid,1343.07
101469,3837,2025-02-11 18:12:40,paid,1135.78
101470,3440,2025-08-13 11:57:57,paid,479.17
101471,506,2025-08-13 13:07:06,paid,710.25
101472,3248,2025-02-13 07:51:43,paid,322.45
101473,3501,2025-04-05 02:01:15,paid,136.7
101474,1911,2024-10-11 01:48:18,paid,833.06
101475,733,2025-06-12 15:17:58,paid,598.2
101476,3514,2025-04-21 14:49:08,refunded,591.18
101477,1572,2025-08-18 05:22:34,paid,118.58
101478,4610,2025-09-03 03:15:55,paid,1547.71
101479,2943,2025-10-02 22:17:58,paid,817.34
101480,4457,2025-07-04 14:58:01,paid,1559.79
101481,2322,2025-08-24 04:01:15,paid,619.23
101482,3336,2025-08-23 12:08:53,paid,1317.08
101483,4623,2025-08-25 23:38:15,paid,1219.52
101484,4375,2025-07-04 15:31:31,paid,264.22
101485,2754,2024-04-27 09:10:23,paid,973.48
101486,1373,2025-10-03 17:41:40,paid,1126.66
101487,1445,2025-10-21 15:44:53,paid,30.75
101488,3377,2025-10-05 16:52:54,refunded,1402.72
101489,290,2025-07-02 01:22:43,paid,647.41
101490,2066,2025-07-26 04:45:40,paid,385.09
101491,64,2024-12-20 00:07:33,paid,108.89
101492,3946,2025-10-04 00:10:01,paid,296.73
101493,330,2025-08-22 21:07:37,paid,2070.05
101494,5990,2025-04-24 08:37:43,paid,329.87
101495,4859,2025-08-05 10:14:01,paid,1046.76
101496,1964,2024-10-13 08:11:57,cancelled,896.11
101497,3089,2024-09-26 16:26:23,paid,991.12
101498,2491,2025-10-13 13:17:56,paid,325.43
101499,141,2024-11-25 15:30:37,refunded,81.2
101500,5428,2024-12-28 03:21:35,paid,274.61
101501,4540,2025-06-17 04:04:22,paid,286.77
101502,2474,2025-10-14 16:10:17,paid,367.28
101503,5595,2025-11-02 21:21:45,paid,945.34
101504,3904,2025-05-05 14:30:53,paid,626.02
101505,5365,2025-10-19 02:37:05,cancelled,1459.65
101506,450,2025-08-14 00:39:23,paid,503.68
101507,1826,2024-11-21 19:57:02,paid,412.74
101508,4447,2025-07-01 15:28:35,paid,564.28
101509,4695,2025-08-24 11:11:48,paid,860.85
101510,4807,2025-07-25 00:18:21,paid,377.65
101511,870,2024-03-24 15:36:21,paid,333.36
101512,5281,2025-05-17 21:54:34,paid,246.4
101513,3565,2025-08-05 01:50:36,paid,436.87
101514,3660,2025-01-24 00:27:45,paid,49.48
101515,3603,2024-08-24 00:33:21,paid,81.2
101516,393,2025-03-22 22:00:02,cancelled,2046.71
101517,842,2025-10-16 05:07:15,paid,142.34
101518,2449,2025-09-24 06:33:02,paid,157.79
101519,2792,2023-12-09 15:22:49,paid,364.48
101520,5415,2025-01-26 20:08:35,paid,877.94
101521,2954,2025-09-27 09:03:27,paid,254.28
101522,5132,2025-03-07 19:52:23,paid,2133.56
101523,1359,2025-09-26 02:41:50,paid,262.99
101524,991,2025-04-09 03:55:37,paid,532.23
101525,1039,2025-07-08 01:50:09,paid,298.86
101526,28,2025-06-04 15:16:43,paid,848.88
101527,388,2025-04-07 09:48:12,paid,157.27
101528,5412,2025-01-19 20:12:42,paid,241.14
101529,833,2025-10-29 17:24:26,paid,663.54
101530,250,2025-10-16 14:07:26,paid,400.43
101531,2028,2025-07-30 21:09:42,paid,617.28
101532,1529,2025-09-06 21:50:32,paid,897.25
101533,4194,2025-11-02 17:22:55,paid,67.39
101534,1839,2025-09-09 01:25:36,paid,839.74
101535,1361,2025-07-28 19:59:45,paid,1133.11
101536,5159,2024-11-13 11:36:33,refunded,296.72
101537,3110,2024-10-06 02:48:28,paid,288.0
101538,1324,2025-04-15 20:31:56,paid,326.22
101539,2227,2025-08-14 08:13:13,cancelled,1035.32
101540,3681,2025-07-26 12:39:48,paid,406.58
101541,892,2025-10-13 18:11:33,paid,24.87
101542,5589,2024-03-08 11:54:52,paid,858.56
101543,1306,2025-06-13 05:17:31,paid,490.81
101544,5284,2025-08-20 14:28:14,paid,415.22
101545,4549,2024-03-05 09:31:37,paid,305.2
101546,4193,2024-12-06 03:56:39,paid,113.18
101547,262,2024-12-11 17:52:29,paid,740.75
101548,2341,2025-09-20 21:59:48,paid,369.17
101549,1794,2025-08-20 03:58:50,paid,1026.39
101550,2297,2025-09-17 19:41:59,paid,400.91
101551,2293,2025-01-19 19:42:13,paid,353.18
101552,2171,2025-09-10 13:15:11,refunded,2236.81
101553,325,2025-07-26 10:25:27,cancelled,217.53
101554,986,2025-10-27 21:41:02,paid,147.02
101555,4783,2025-10-29 19:48:39,paid,447.25
101556,3853,2024-03-17 05:57:35,paid,182.55
101557,1740,2025-07-13 06:38:26,paid,817.62
101558,1861,2025-10-23 12:05:19,paid,129.8
101559,3138,2025-07-26 08:18:23,paid,1268.99
101560,3899,2024-03-23 16:48:54,paid,594.23
101561,836,2024-02-10 21:06:48,paid,610.44
101562,4155,2025-04-25 12:47:27,paid,427.13
101563,2779,2025-07-19 11:10:47,paid,290.33
101564,5618,2024-09-10 06:54:48,paid,836.83
101565,1397,2025-10-25 00:38:22,paid,720.24
101566,1677,2024-03-18 01:48:11,paid,59.41
101567,4332,2024-09-13 10:52:26,paid,426.08
101568,4314,2025-08-30 03:09:48,paid,1346.9
101569,5647,2024-05-20 20:12:22,paid,533.43
101570,1838,2024-11-21 20:26:09,paid,640.72
101571,3722,2024-12-21 13:10:39,paid,418.42
101572,5526,2024-08-09 08:12:30,paid,437.37
101573,3673,2025-07-21 10:18:31,paid,279.35
101574,3023,2024-06-10 17:32:37,paid,69.54
101575,4685,2025-06-13 11:38:21,paid,613.05
101576,1672,2024-12-16 04:50:20,paid,69.54
101577,917,2025-07-29 14:07:11,paid,320.67
101578,5589,2024-01-05 18:55:16,paid,155.29
101579,918,2025-08-13 12:20:03,paid,291.48
101580,1134,2025-03-27 04:29:35,paid,481.63
101581,1837,2024-05-08 10:43:46,paid,768.18
101582,2139,2024-05-07 04:48:18,paid,798.64
101583,4008,2025-08-22 15:46:27,refunded,644.01
101584,1906,2025-01-27 19:26:26,paid,1068.95
101585,3990,2024-06-22 00:21:26,paid,284.31
101586,3486,2025-10-13 15:25:03,paid,819.86
101587,4798,2025-04-03 19:17:14,paid,626.25
101588,2121,2024-11-27 11:29:39,paid,785.99
101589,2733,2025-04-01 08:28:15,paid,193.7
101590,2770,2025-08-06 02:02:28,paid,378.12
101591,1322,2025-10-13 20:53:21,paid,390.08
101592,3717,2025-07-28 02:35:44,paid,466.0
101593,3355,2024-12-08 13:15:41,paid,2490.98
101594,1529,2025-10-25 17:18:08,paid,3143.57
101595,5318,2025-09-07 20:13:03,paid,2268.29
101596,5152,2025-10-12 06:34:17,paid,1918.87
101597,4744,2025-09-21 14:22:13,paid,42.04
101598,760,2025-10-29 23:10:08,paid,968.56
101599,3413,2025-06-11 01:29:12,refunded,462.36
101600,1358,2025-05-21 13:26:30,paid,166.61
101601,2191,2025-08-17 03:27:41,refunded,165.96
101602,5866,2025-08-29 15:11:54,paid,71.3
101603,3482,2025-05-20 11:14:50,paid,1886.4
101604,949,2025-05-14 13:52:30,paid,649.49
101605,2080,2025-05-09 19:48:01,paid,801.17
101606,1767,2024-03-07 14:14:33,paid,248.09
101607,28,2025-08-29 01:28:49,paid,129.47
101608,2471,2025-06-25 00:28:22,paid,711.82
101609,2539,2025-03-25 11:17:30,paid,978.98
101610,160,2025-08-08 19:21:35,paid,161.29
101611,2893,2024-07-04 17:14:12,paid,766.45
101612,5327,2025-11-02 08:01:23,paid,581.68
101613,4114,2025-02-08 14:28:15,paid,763.94
101614,5223,2023-12-28 08:57:06,paid,278.89
101615,3723,2025-07-17 05:34:09,paid,1139.53
101616,3732,2025-06-23 04:01:31,paid,360.13
101617,2472,2025-09-18 09:17:34,paid,1432.77
101618,5000,2024-04-27 20:07:18,paid,209.96
101619,4851,2025-06-10 13:22:06,paid,1443.2
101620,1571,2025-02-15 07:22:42,paid,1619.76
101621,837,2025-08-07 02:26:01,paid,227.95
101622,4990,2024-02-08 14:08:28,paid,239.93
101623,3939,2025-06-29 03:54:42,paid,341.81
101624,2287,2025-08-10 20:39:41,paid,123.62
101625,3406,2025-10-24 20:22:42,paid,627.63
101626,2671,2024-08-04 18:19:00,paid,268.02
101627,5528,2025-02-01 15:16:59,paid,689.82
101628,4113,2025-06-02 07:19:27,cancelled,237.16
101629,4748,2025-04-14 15:11:27,paid,202.0
101630,5776,2025-01-27 06:45:20,paid,1912.02
101631,4356,2025-05-18 21:20:43,paid,1121.97
101632,5849,2025-05-22 01:43:41,paid,1165.64
101633,1628,2025-08-23 01:42:54,paid,1246.89
101634,1867,2025-07-14 05:32:46,paid,318.18
101635,205,2024-04-08 03:20:56,refunded,823.57
101636,3580,2025-03-03 17:32:49,paid,1926.59
101637,5273,2025-05-15 13:28:46,paid,124.45
101638,3175,2025-09-15 05:07:51,paid,46.53
101639,792,2025-09-17 00:20:30,paid,314.39
101640,4093,2025-10-11 02:44:33,paid,368.2
101641,5237,2024-03-28 01:38:59,paid,236.6
101642,3748,2025-10-29 15:46:28,paid,80.78
101643,1106,2024-06-17 02:35:41,paid,1559.06
101644,5954,2025-10-22 10:27:50,paid,625.1
101645,1091,2025-08-26 14:13:12,cancelled,703.91
101646,1608,2025-04-14 09:51:58,paid,1500.34
101647,1840,2025-02-04 05:57:42,paid,96.5
101648,5075,2025-06-02 08:33:36,paid,324.25
101649,3398,2025-05-07 06:45:05,paid,693.64
101650,67,2025-10-24 13:50:48,refunded,591.78
101651,4780,2025-10-15 15:19:20,paid,621.27
101652,1279,2024-03-23 14:39:35,paid,80.0
101653,4159,2024-10-09 17:41:35,paid,1156.97
101654,814,2025-02-19 18:50:11,paid,1082.35
101655,403,2024-12-31 20:28:59,paid,615.44
101656,2003,2024-12-28 12:28:31,paid,527.35
101657,5449,2025-10-16 01:49:23,paid,186.77
101658,4167,2024-09-24 01:02:15,paid,3076.19
101659,2926,2023-12-07 17:57:07,paid,118.88
101660,2994,2025-08-11 04:59:21,refunded,236.44
101661,1087,2025-06-12 08:35:37,cancelled,1055.62
101662,4341,2024-10-15 21:16:11,paid,1415.55
101663,2567,2025-10-14 12:07:42,paid,1218.08
101664,4489,2025-10-29 16:52:51,paid,2046.19
101665,772,2025-08-24 08:49:10,paid,264.26
101666,3673,2025-07-25 17:43:17,cancelled,1136.94
101667,3249,2024-10-26 01:39:30,paid,293.9
101668,1670,2025-09-29 00:09:22,paid,54.58
101669,5714,2025-07-08 17:17:51,refunded,751.97
101670,1557,2025-10-21 09:09:12,paid,1395.15
101671,2959,2025-08-21 03:29:16,paid,585.66
101672,1152,2024-08-20 16:27:13,paid,758.86
101673,5315,2025-08-05 00:48:07,paid,336.39
101674,1218,2024-06-07 12:26:14,paid,234.74
101675,2232,2025-09-16 04:18:00,paid,781.09
101676,4343,2024-06-27 18:08:29,paid,139.32
101677,3945,2024-01-12 16:49:50,paid,997.06
101678,2043,2025-07-02 06:16:57,paid,157.05
101679,706,2024-12-23 13:51:23,paid,702.1
101680,2670,2025-10-19 09:44:55,paid,1055.69
101681,2114,2024-11-10 14:39:17,paid,220.84
101682,2978,2024-10-30 15:20:30,paid,30.75
101683,4350,2024-12-08 22:29:47,cancelled,220.75
101684,4379,2025-08-24 11:17:56,paid,121.79
101685,423,2025-04-03 11:52:53,cancelled,430.67
101686,2022,2024-06-15 14:47:51,paid,67.39
101687,3794,2024-12-18 19:00:23,paid,868.27
101688,4132,2025-07-01 03:31:45,paid,368.23
101689,531,2024-10-29 08:10:58,paid,779.09
101690,91,2024-12-17 09:56:59,paid,277.75
101691,3373,2025-07-18 10:33:28,paid,331.25
101692,1943,2025-09-04 06:39:07,paid,481.24
101693,3806,2024-08-18 15:51:29,paid,563.68
101694,1241,2024-09-06 22:37:09,cancelled,1905.89
101695,1759,2025-02-08 13:15:13,paid,244.45
101696,98,2025-11-02 00:53:14,cancelled,1469.21
101697,1480,2025-01-27 17:16:34,paid,500.0
101698,4627,2025-07-31 20:53:38,paid,328.04
101699,1833,2025-07-12 21:00:11,paid,413.48
101700,2586,2025-04-22 08:21:46,refunded,539.48
101701,5148,2024-07-15 14:00:19,paid,536.97
101702,3648,2025-07-02 15:54:51,paid,407.67
101703,5444,2025-09-09 01:56:48,paid,143.46
101704,80,2025-10-24 20:52:13,paid,52.34
101705,5578,2024-04-29 08:14:37,paid,823.91
101706,4710,2025-07-26 22:01:05,paid,303.28
101707,2224,2025-03-09 23:29:14,paid,175.84
101708,2570,2023-12-23 07:04:41,paid,218.48
101709,1773,2024-03-27 07:58:55,refunded,1802.06
101710,5577,2024-12-31 02:53:44,paid,723.55
101711,4519,2025-10-27 23:33:38,paid,918.25
101712,1124,2025-11-02 13:20:48,cancelled,681.18
101713,3812,2025-02-25 20:15:25,paid,477.1
101714,3475,2025-10-21 21:48:10,paid,96.41
101715,2624,2025-05-11 01:23:15,paid,806.45
101716,1404,2025-10-29 04:46:58,paid,525.74
101717,2579,2025-10-03 22:46:24,paid,329.15
101718,332,2024-08-05 01:49:39,paid,1334.83
101719,4749,2024-07-30 09:16:20,paid,548.48
101720,3609,2025-01-28 03:53:00,paid,266.39
101721,740,2023-11-21 02:15:43,paid,144.6
101722,5209,2025-04-30 15:06:38,paid,640.17
101723,5724,2025-08-06 00:56:19,paid,669.89
101724,4607,2025-09-01 14:55:27,paid,946.31
101725,42,2025-05-08 02:13:39,paid,1057.29
101726,4981,2025-10-17 14:07:55,paid,1046.63
101727,3879,2025-08-23 01:36:40,paid,107.71
101728,1950,2025-07-31 14:42:49,refunded,648.72
101729,3461,2025-10-22 21:22:56,refunded,143.46
