day,channel,spend
2024-05-24,email,156.26
2024-05-24,affiliate,343.38
2024-05-24,display,402.45
2024-05-24,direct,0.0
2024-05-24,referral,37.57
2024-05-25,search,665.34
2024-05-25,social,819.39
2024-05-25,email,176.53
2024-05-25,affiliate,280.08
2024-05-25,display,311.19
2024-05-25,direct,0.0
2024-05-25,referral,38.94
2024-05-26,search,1009.32
2024-05-26,social,520.68
2024-05-26,email,183.66
2024-05-26,affiliate,289.5
2024-05-26,display,380.79
2024-05-26,direct,0.0
2024-05-26,referral,47.36
2024-05-27,search,1159.59
2024-05-27,social,801.43
2024-05-27,email,202.57
2024-05-27,affiliate,293.76
2024-05-27,display,536.97
2024-05-27,direct,0.0
2024-05-27,referral,43.69
2024-05-28,search,1407.67
2024-05-28,social,1013.79
2024-05-28,email,164.24
2024-05-28,affiliate,348.8
2024-05-28,display,393.01
2024-05-28,direct,0.0
2024-05-28,referral,45.15
2024-05-29,search,1403.44
2024-05-29,social,773.83
2024-05-29,email,246.7
2024-05-29,affiliate,270.53
2024-05-29,display,424.26
2024-05-29,direct,0.0
2024-05-29,referral,69.35
2024-05-30,search,1493.73
2024-05-30,social,732.96
2024-05-30,email,191.01
2024-05-30,affiliate,335.48
2024-05-30,display,396.02
2024-05-30,direct,0.0
2024-05-30,referral,55.29
2024-05-31,search,950.59
2024-05-31,social,1147.63
2024-05-31,email,211.62
2024-05-31,affiliate,371.67
2024-05-31,display,473.44
2024-05-31,direct,0.0
2024-05-31,referral,47.79
2024-06-01,search,980.41
2024-06-01,social,654.25
2024-06-01,email,179.01
2024-06-01,affiliate,284.38
2024-06-01,display,290.31
2024-06-01,direct,0.0
2024-06-01,referral,49.59
2024-06-02,search,1037.68
2024-06-02,social,774.2
2024-06-02,email,130.54
2024-06-02,affiliate,256.48
2024-06-02,display,362.26
2024-06-02,direct,0.0
2024-06-02,referral,39.4
2024-06-03,search,1214.11
2024-06-03,social,541.86
2024-06-03,email,148.66
2024-06-03,affiliate,266.21
2024-06-03,display,355.13
2024-06-03,direct,0.0
2024-06-03,referral,53.32
2024-06-04,search,1176.64
2024-06-04,social,792.25
2024-06-04,email,180.07
2024-06-04,affiliate,329.37
2024-06-04,display,319.05
2024-06-04,direct,0.0
2024-06-04,referral,49.4
2024-06-05,search,1389.12
2024-06-05,social,776.67
2024-06-05,email,236.42
2024-06-05,affiliate,297.54
2024-06-05,display,410.63
2024-06-05,direct,0.0
2024-06-05,referral,55.22
2024-06-06,search,913.53
2024-06-06,social,799.84
2024-06-06,email,158.5
2024-06-06,affiliate,274.11
2024-06-06,display,315.33
2024-06-06,direct,0.0
2024-06-06,referral,47.65
2024-06-07,search,1036.26
2024-06-07,social,713.85
2024-06-07,email,183.63
2024-06-07,affiliate,251.62
2024-06-07,display,292.15
2024-06-07,direct,0.0
2024-06-07,referral,48.86
2024-06-08,search,1063.12
2024-06-08,social,583.8
2024-06-08,email,174.04
2024-06-08,affiliate,228.34
2024-06-08,display,418.52
2024-06-08,direct,0.0
2024-06-08,referral,47.87
2024-06-09,search,1102.96
2024-06-09,social,666.24
2024-06-09,email,176.85
2024-06-09,affiliate,187.67
2024-06-09,display,274.17
2024-06-09,direct,0.0
2024-06-09,referral,46.09
2024-06-10,search,1312.21
2024-06-10,social,952.0
2024-06-10,email,240.75
2024-06-10,affiliate,315.89
2024-06-10,display,382.36
2024-06-10,direct,0.0
2024-06-10,referral,52.02
2024-06-11,search,1321.71
2024-06-11,social,725.57
2024-06-11,email,225.42
2024-06-11,affiliate,265.28
2024-06-11,display,482.92
2024-06-11,direct,0.0
2024-06-11,referral,49.9
2024-06-12,search,1315.08
2024-06-12,social,929.98
2024-06-12,email,227.77
2024-06-12,affiliate,321.5
2024-06-12,display,444.82
2024-06-12,direct,0.0
2024-06-12,referral,47.65
2024-06-13,search,968.69
2024-06-13,social,814.97
2024-06-13,email,211.82
2024-06-13,affiliate,299.51
2024-06-13,display,341.67
2024-06-13,direct,0.0
2024-06-13,referral,44.71
2024-06-14,search,1329.73
2024-06-14,social,841.63
2024-06-14,email,234.13
2024-06-14,affiliate,272.07
2024-06-14,display,341.23
2024-06-14,direct,0.0
2024-06-14,referral,43.25
2024-06-15,search,1396.15
2024-06-15,social,709.88
2024-06-15,email,146.15
2024-06-15,affiliate,297.69
2024-06-15,display,272.78
2024-06-15,direct,0.0
2024-06-15,referral,37.37
2024-06-16,search,854.89
2024-06-16,social,622.42
2024-06-16,email,177.73
2024-06-16,affiliate,275.35
2024-06-16,display,276.16
2024-06-16,direct,0.0
2024-06-16,referral,44.49
2024-06-17,search,1050.25
2024-06-17,social,850.52
2024-06-17,email,222.24
2024-06-17,affiliate,308.41
2024-06-17,display,454.97
2024-06-17,direct,0.0
2024-06-17,referral,57.12
2024-06-18,search,1309.44
2024-06-18,social,916.27
2024-06-18,email,223.69
2024-06-18,affiliate,283.01
2024-06-18,display,356.63
2024-06-18,direct,0.0
2024-06-18,referral,35.63
2024-06-19,search,1105.73
2024-06-19,social,814.18
2024-06-19,email,158.68
2024-06-19,affiliate,285.87
2024-06-19,display,339.69
2024-06-19,direct,0.0
2024-06-19,referral,57.03
2024-06-20,search,1163.86
2024-06-20,social,831.07
2024-06-20,email,194.51
2024-06-20,affiliate,264.41
2024-06-20,display,464.76
2024-06-20,direct,0.0
2024-06-20,referral,60.09
2024-06-21,search,1105.08
2024-06-21,social,812.54
2024-06-21,email,207.04
2024-06-21,affiliate,267.93
2024-06-21,display,309.81
2024-06-21,direct,0.0
2024-06-21,referral,54.17
2024-06-22,search,922.59
2024-06-22,social,744.32
2024-06-22,email,172.24
2024-06-22,affiliate,268.07
2024-06-22,display,388.25
2024-06-22,direct,0.0
2024-06-22,referral,41.06
2024-06-23,search,1293.96
2024-06-23,social,891.8
2024-06-23,email,173.2
2024-06-23,affiliate,192.25
2024-06-23,display,411.12
2024-06-23,direct,0.0
2024-06-23,referral,50.47
2024-06-24,search,1132.28
2024-06-24,social,785.73
2024-06-24,email,98.06
2024-06-24,affiliate,292.61
2024-06-24,display,386.46
2024-06-24,direct,0.0
2024-06-24,referral,62.42
2024-06-25,search,1350.5
2024-06-25,social,862.43
2024-06-25,email,205.77
2024-06-25,affiliate,341.22
2024-06-25,display,437.47
2024-06-25,direct,0.0
2024-06-25,referral,56.37
2024-06-26,search,1447.7
2024-06-26,social,966.05
2024-06-26,email,189.11
2024-06-26,affiliate,307.16
2024-06-26,display,458.01
2024-06-26,direct,0.0
2024-06-26,referral,54.27
2024-06-27,search,1310.16
2024-06-27,social,940.3
2024-06-27,email,163.33
2024-06-27,affiliate,260.47
2024-06-27,display,476.84
2024-06-27,direct,0.0
2024-06-27,referral,47.6
2024-06-28,search,1367.94
2024-06-28,social,1057.83
2024-06-28,email,229.97
2024-06-28,affiliate,351.31
2024-06-28,display,355.05
2024-06-28,direct,0.0
2024-06-28,referral,28.32
2024-06-29,search,747.96
2024-06-29,social,913.43
2024-06-29,email,188.69
2024-06-29,affiliate,248.4
2024-06-29,display,407.52
2024-06-29,direct,0.0
2024-06-29,referral,48.16
2024-06-30,search,1036.42
2024-06-30,social,678.18
2024-06-30,email,203.88
2024-06-30,affiliate,246.64
2024-06-30,display,308.65
2024-06-30,direct,0.0
2024-06-30,referral,47.56
2024-07-01,search,1061.11
2024-07-01,social,820.83
2024-07-01,email,208.36
2024-07-01,affiliate,283.73
2024-07-01,display,336.36
2024-07-01,direct,0.0
2024-07-01,referral,48.78
2024-07-02,search,1173.73
2024-07-02,social,926.79
2024-07-02,email,148.2
2024-07-02,affiliate,275.91
2024-07-02,display,395.78
2024-07-02,direct,0.0
2024-07-02,referral,59.99
2024-07-03,search,1336.37
2024-07-03,social,933.49
2024-07-03,email,219.8
2024-07-03,affiliate,297.93
2024-07-03,display,392.44
2024-07-03,direct,0.0
2024-07-03,referral,37.14
2024-07-04,search,1036.63
2024-07-04,social,765.39
2024-07-04,email,141.1
2024-07-04,affiliate,271.56
2024-07-04,display,490.44
2024-07-04,direct,0.0
2024-07-04,referral,40.63
2024-07-05,search,1057.32
2024-07-05,social,789.6
2024-07-05,email,222.22
2024-07-05,affiliate,230.6
2024-07-05,display,326.98
2024-07-05,direct,0.0
2024-07-05,referral,58.69
2024-07-06,search,1025.87
2024-07-06,social,683.05
2024-07-06,email,165.71
2024-07-06,affiliate,199.08
2024-07-06,display,320.4
2024-07-06,direct,0.0
2024-07-06,referral,35.96
2024-07-07,search,1098.94
2024-07-07,social,652.27
2024-07-07,email,189.76
2024-07-07,affiliate,235.43
2024-07-07,display,355.55
2024-07-07,direct,0.0
2024-07-07,referral,41.46
2024-07-08,search,1295.12
2024-07-08,social,785.2
2024-07-08,email,201.47
2024-07-08,affiliate,360.89
2024-07-08,display,408.57
2024-07-08,direct,0.0
2024-07-08,referral,53.18
2024-07-09,search,1283.65
2024-07-09,social,894.92
2024-07-09,email,178.88
2024-07-09,affiliate,181.13
2024-07-09,display,431.75
2024-07-09,direct,0.0
2024-07-09,referral,61.84
2024-07-10,search,1326.22
2024-07-10,social,1022.06
2024-07-10,email,160.61
2024-07-10,affiliate,315.97
2024-07-10,display,412.58
2024-07-10,direct,0.0
2024-07-10,referral,36.65
2024-07-11,search,1219.57
2024-07-11,social,875.6
2024-07-11,email,158.4
2024-07-11,affiliate,191.65
2024-07-11,display,293.86
2024-07-11,direct,0.0
2024-07-11,referral,51.47
2024-07-12,search,1207.83
2024-07-12,social,946.66
2024-07-12,email,164.22
2024-07-12,affiliate,326.07
2024-07-12,display,444.0
2024-07-12,direct,0.0
2024-07-12,referral,45.84
2024-07-13,search,980.29
2024-07-13,social,640.64
2024-07-13,email,125.28
2024-07-13,affiliate,268.74
2024-07-13,display,383.97
2024-07-13,direct,0.0
2024-07-13,referral,54.09
2024-07-14,search,1036.71
2024-07-14,social,782.92
2024-07-14,email,173.29
2024-07-14,affiliate,267.72
2024-07-14,display,331.48
2024-07-14,direct,0.0
2024-07-14,referral,41.23
2024-07-15,search,1300.2
2024-07-15,social,542.68
2024-07-15,email,240.1
2024-07-15,affiliate,331.64
2024-07-15,display,439.34
2024-07-15,direct,0.0
2024-07-15,referral,39.23
2024-07-16,search,1160.3
2024-07-16,social,864.71
2024-07-16,email,127.54
2024-07-16,affiliate,243.06
2024-07-16,display,445.94
2024-07-16,direct,0.0
2024-07-16,referral,40.92
2024-07-17,search,1285.71
2024-07-17,social,836.97
2024-07-17,email,189.26
2024-07-17,affiliate,298.21
2024-07-17,display,391.75
2024-07-17,direct,0.0
2024-07-17,referral,58.03
2024-07-18,search,1434.11
2024-07-18,social,840.79
2024-07-18,email,142.4
2024-07-18,affiliate,222.53
2024-07-18,display,442.85
2024-07-18,direct,0.0
2024-07-18,referral,36.81
2024-07-19,search,1277.38
2024-07-19,social,657.57
2024-07-19,email,188.13
2024-07-19,affiliate,266.95
2024-07-19,display,429.34
2024-07-19,direct,0.0
2024-07-19,referral,37.97
2024-07-20,search,701.2
2024-07-20,social,548.04
2024-07-20,email,180.4
2024-07-20,affiliate,267.89
2024-07-20,display,428.78
2024-07-20,direct,0.0
2024-07-20,referral,37.71
2024-07-21,search,773.68
2024-07-21,social,799.72
2024-07-21,email,164.7
2024-07-21,affiliate,298.28
2024-07-21,display,341.36
2024-07-21,direct,0.0
2024-07-21,referral,43.99
2024-07-22,search,988.02
2024-07-22,social,1016.88
2024-07-22,email,200.56
2024-07-22,affiliate,260.51
2024-07-22,display,387.96
2024-07-22,direct,0.0
2024-07-22,referral,46.8
2024-07-23,search,1226.96
2024-07-23,social,918.04
2024-07-23,email,207.4
2024-07-23,affiliate,348.43
2024-07-23,display,487.58
2024-07-23,direct,0.0
2024-07-23,referral,45.8
2024-07-24,search,1186.11
2024-07-24,social,921.57
2024-07-24,email,180.3
2024-07-24,affiliate,303.86
2024-07-24,display,398.96
2024-07-24,direct,0.0
2024-07-24,referral,44.27
2024-07-25,search,1356.78
2024-07-25,social,839.17
2024-07-25,email,215.02
2024-07-25,affiliate,315.32
2024-07-25,display,375.08
2024-07-25,direct,0.0
2024-07-25,referral,41.77
2024-07-26,search,1169.14
2024-07-26,social,792.41
2024-07-26,email,203.36
2024-07-26,affiliate,257.83
2024-07-26,display,398.31
2024-07-26,direct,0.0
2024-07-26,referral,60.85
2024-07-27,search,949.12
2024-07-27,social,684.77
2024-07-27,email,163.31
2024-07-27,affiliate,245.57
2024-07-27,display,268.24
2024-07-27,direct,0.0
2024-07-27,referral,45.74
2024-07-28,search,939.25
2024-07-28,social,746.07
2024-07-28,email,146.23
2024-07-28,affiliate,248.6
2024-07-28,display,221.33
2024-07-28,direct,0.0
2024-07-28,referral,45.6
2024-07-29,search,1368.9
2024-07-29,social,731.02
2024-07-29,email,209.27
2024-07-29,affiliate,257.17
2024-07-29,display,285.29
2024-07-29,direct,0.0
2024-07-29,referral,51.24
2024-07-30,search,1377.21
2024-07-30,social,638.24
2024-07-30,email,266.12
2024-07-30,affiliate,287.34
2024-07-30,display,302.49
2024-07-30,direct,0.0
2024-07-30,referral,54.83
2024-07-31,search,1422.73
2024-07-31,social,922.9
2024-07-31,email,249.76
2024-07-31,affiliate,282.99
2024-07-31,display,333.14
2024-07-31,direct,0.0
2024-07-31,referral,46.85
2024-08-01,search,1089.58
2024-08-01,social,706.13
2024-08-01,email,207.02
2024-08-01,affiliate,374.08
2024-08-01,display,373.5
2024-08-01,direct,0.0
2024-08-01,referral,50.67
2024-08-02,search,1190.07
2024-08-02,social,924.06
2024-08-02,email,205.57
2024-08-02,affiliate,182.59
2024-08-02,display,307.14
2024-08-02,direct,0.0
2024-08-02,referral,48.06
2024-08-03,search,840.61
2024-08-03,social,610.72
2024-08-03,email,137.54
2024-08-03,affiliate,312.82
2024-08-03,display,408.13
2024-08-03,direct,0.0
2024-08-03,referral,50.81
2024-08-04,search,734.77
2024-08-04,social,538.69
2024-08-04,email,155.2
2024-08-04,affiliate,227.74
2024-08-04,display,405.57
2024-08-04,direct,0.0
2024-08-04,referral,42.52
2024-08-05,search,1341.68
2024-08-05,social,798.98
2024-08-05,email,231.27
2024-08-05,affiliate,246.37
2024-08-05,display,435.06
2024-08-05,direct,0.0
2024-08-05,referral,35.94
2024-08-06,search,1072.45
2024-08-06,social,887.75
2024-08-06,email,145.41
2024-08-06,affiliate,349.08
2024-08-06,display,419.59
2024-08-06,direct,0.0
2024-08-06,referral,49.88
2024-08-07,search,1236.93
2024-08-07,social,842.43
2024-08-07,email,176.86
2024-08-07,affiliate,271.82
2024-08-07,display,384.65
2024-08-07,direct,0.0
2024-08-07,referral,48.93
2024-08-08,search,1172.8
2024-08-08,social,738.0
2024-08-08,email,217.26
2024-08-08,affiliate,341.36
2024-08-08,display,358.46
2024-08-08,direct,0.0
2024-08-08,referral,53.97
2024-08-09,search,1432.72
2024-08-09,social,876.41
2024-08-09,email,230.85
2024-08-09,affiliate,239.67
2024-08-09,display,365.71
2024-08-09,direct,0.0
2024-08-09,referral,58.69
2024-08-10,search,1195.48
2024-08-10,social,704.35
2024-08-10,email,219.7
2024-08-10,affiliate,224.3
2024-08-10,display,361.27
2024-08-10,direct,0.0
2024-08-10,referral,34.68
2024-08-11,search,1234.96
2024-08-11,social,558.18
2024-08-11,email,111.27
2024-08-11,affiliate,215.92
2024-08-11,display,334.17
2024-08-11,direct,0.0
2024-08-11,referral,33.42
2024-08-12,search,1105.56
2024-08-12,social,740.3
2024-08-12,email,229.27
2024-08-12,affiliate,262.66
2024-08-12,display,430.42
2024-08-12,direct,0.0
2024-08-12,referral,37.24
2024-08-13,search,1237.88
2024-08-13,social,982.92
2024-08-13,email,214.56
2024-08-13,affiliate,307.12
2024-08-13,display,436.26
2024-08-13,direct,0.0
2024-08-13,referral,51.47
2024-08-14,search,1108.75
2024-08-14,social,845.23
2024-08-14,email,234.64
2024-08-14,affiliate,307.68
2024-08-14,display,434.79
2024-08-14,direct,0.0
2024-08-14,referral,40.24
2024-08-15,search,1093.26
2024-08-15,social,571.64
2024-08-15,email,183.19
2024-08-15,affiliate,361.95
2024-08-15,display,415.96
2024-08-15,direct,0.0
2024-08-15,referral,47.48
2024-08-16,search,1578.45
2024-08-16,social,566.51
2024-08-16,email,164.53
2024-08-16,affiliate,202.17
2024-08-16,display,274.07
2024-08-16,direct,0.0
2024-08-16,referral,45.45
2024-08-17,search,862.91
2024-08-17,social,699.24
2024-08-17,email,200.14
2024-08-17,affiliate,262.49
2024-08-17,display,284.18
2024-08-17,direct,0.0
2024-08-17,referral,41.92
2024-08-18,search,1047.71
2024-08-18,social,717.44
2024-08-18,email,172.86
2024-08-18,affiliate,230.12
2024-08-18,display,310.79
2024-08-18,direct,0.0
2024-08-18,referral,41.16
2024-08-19,search,1351.25
2024-08-19,social,907.43
2024-08-19,email,217.06
2024-08-19,affiliate,272.44
2024-08-19,display,427.52
2024-08-19,direct,0.0
2024-08-19,referral,57.85
2024-08-20,search,1299.91
2024-08-20,social,851.74
2024-08-20,email,186.42
2024-08-20,affiliate,298.09
2024-08-20,display,421.44
2024-08-20,direct,0.0
2024-08-20,referral,54.53
2024-08-21,search,1230.19
2024-08-21,social,709.58
2024-08-21,email,206.56
2024-08-21,affiliate,302.7
2024-08-21,display,394.16
2024-08-21,direct,0.0
2024-08-21,referral,52.11
2024-08-22,search,1216.15
2024-08-22,social,673.93
2024-08-22,email,177.93
2024-08-22,affiliate,233.4
2024-08-22,display,371.65
2024-08-22,direct,0.0
2024-08-22,referral,46.99
2024-08-23,search,1184.92
2024-08-23,social,654.97
2024-08-23,email,175.51
2024-08-23,affiliate,267.71
2024-08-23,display,312.78
2024-08-23,direct,0.0
2024-08-23,referral,52.78
2024-08-24,search,900.3
2024-08-24,social,715.78
2024-08-24,email,134.0
2024-08-24,affiliate,271.71
2024-08-24,display,337.53
2024-08-24,direct,0.0
2024-08-24,referral,45.98
2024-08-25,search,788.8
2024-08-25,social,768.06
2024-08-25,email,150.13
2024-08-25,affiliate,296.19
2024-08-25,display,370.71
2024-08-25,direct,0.0
2024-08-25,referral,31.36
2024-08-26,search,741.48
2024-08-26,social,730.49
2024-08-26,email,226.6
2024-08-26,affiliate,264.54
2024-08-26,display,339.0
2024-08-26,direct,0.0
2024-08-26,referral,46.08
2024-08-27,search,1045.36
2024-08-27,social,1016.34
2024-08-27,email,200.09
2024-08-27,affiliate,336.51
2024-08-27,display,339.49
2024-08-27,direct,0.0
2024-08-27,referral,54.26
2024-08-28,search,1360.71
2024-08-28,social,1195.54
2024-08-28,email,217.85
2024-08-28,affiliate,289.29
2024-08-28,display,367.67
2024-08-28,direct,0.0
2024-08-28,referral,56.29
2024-08-29,search,1377.99
2024-08-29,social,766.84
2024-08-29,email,228.39
2024-08-29,affiliate,319.29
2024-08-29,display,412.97
2024-08-29,direct,0.0
2024-08-29,referral,46.19
2024-08-30,search,1477.1
2024-08-30,social,1031.61
2024-08-30,email,200.13
2024-08-30,affiliate,311.76
2024-08-30,display,378.23
2024-08-30,direct,0.0
2024-08-30,referral,45.92
2024-08-31,search,1375.35
2024-08-31,social,779.08
2024-08-31,email,171.89
2024-08-31,affiliate,207.96
2024-08-31,display,302.6
2024-08-31,direct,0.0
2024-08-31,referral,47.02
2024-09-01,search,1133.98
2024-09-01,social,795.68
2024-09-01,email,175.31
2024-09-01,affiliate,261.09
2024-09-01,display,343.51
2024-09-01,direct,0.0
2024-09-01,referral,41.25
2024-09-02,search,854.02
2024-09-02,social,1055.1
2024-09-02,email,197.85
2024-09-02,affiliate,329.29
2024-09-02,display,393.83
2024-09-02,direct,0.0
2024-09-02,referral,53.98
2024-09-03,search,1140.92
2024-09-03,social,842.49
2024-09-03,email,201.51
2024-09-03,affiliate,319.76
2024-09-03,display,415.9
2024-09-03,direct,0.0
2024-09-03,referral,52.57
2024-09-04,search,1133.96
2024-09-04,social,911.79
2024-09-04,email,192.59
2024-09-04,affiliate,290.5
2024-09-04,display,357.24
2024-09-04,direct,0.0
2024-09-04,referral,41.74
2024-09-05,search,1318.52
2024-09-05,social,625.93
2024-09-05,email,196.61
2024-09-05,affiliate,293.91
2024-09-05,display,386.31
2024-09-05,direct,0.0
2024-09-05,referral,57.73
2024-09-06,search,1368.91
2024-09-06,social,781.11
2024-09-06,email,241.18
2024-09-06,affiliate,267.3
2024-09-06,display,315.28
2024-09-06,direct,0.0
2024-09-06,referral,53.67
2024-09-07,search,902.62
2024-09-07,social,865.89
2024-09-07,email,189.26
2024-09-07,affiliate,225.11
2024-09-07,display,374.39
2024-09-07,direct,0.0
2024-09-07,referral,37.65
2024-09-08,search,1028.61
2024-09-08,social,687.76
2024-09-08,email,175.48
2024-09-08,affiliate,189.26
2024-09-08,display,302.66
2024-09-08,direct,0.0
2024-09-08,referral,46.63
2024-09-09,search,814.33
2024-09-09,social,665.92
2024-09-09,email,189.54
2024-09-09,affiliate,284.57
2024-09-09,display,476.19
2024-09-09,direct,0.0
2024-09-09,referral,46.18
2024-09-10,search,993.32
2024-09-10,social,804.41
2024-09-10,email,252.51
2024-09-10,affiliate,354.51
2024-09-10,display,398.11
2024-09-10,direct,0.0
2024-09-10,referral,36.97
2024-09-11,search,895.8
2024-09-11,social,860.87
2024-09-11,email,211.42
2024-09-11,affiliate,314.69
2024-09-11,display,358.87
2024-09-11,direct,0.0
2024-09-11,referral,48.9
2024-09-12,search,1118.74
2024-09-12,social,641.46
2024-09-12,email,183.66
2024-09-12,affiliate,222.21
2024-09-12,display,270.21
2024-09-12,direct,0.0
2024-09-12,referral,51.95
2024-09-13,search,1201.4
2024-09-13,social,561.88
2024-09-13,email,151.56
2024-09-13,affiliate,303.58
2024-09-13,display,334.21
2024-09-13,direct,0.0
2024-09-13,referral,40.67
2024-09-14,search,916.31
2024-09-14,social,466.89
2024-09-14,email,132.13
2024-09-14,affiliate,294.93
2024-09-14,display,392.58
2024-09-14,direct,0.0
2024-09-14,referral,43.65
2024-09-15,search,900.98
2024-09-15,social,789.85
2024-09-15,email,158.5
2024-09-15,affiliate,196.15
2024-09-15,display,329.62
2024-09-15,direct,0.0
2024-09-15,referral,39.87
2024-09-16,search,1501.9
2024-09-16,social,666.8
2024-09-16,email,218.86
2024-09-16,affiliate,290.29
2024-09-16,display,360.99
2024-09-16,direct,0.0
2024-09-16,referral,51.44
2024-09-17,search,1375.87
2024-09-17,social,716.88
2024-09-17,email,187.39
2024-09-17,affiliate,322.71
2024-09-17,display,394.91
2024-09-17,direct,0.0
2024-09-17,referral,47.38
2024-09-18,search,1050.54
2024-09-18,social,1082.08
2024-09-18,email,227.43
2024-09-18,affiliate,328.29
2024-09-18,display,405.96
2024-09-18,direct,0.0
2024-09-18,referral,52.45
2024-09-19,search,1396.63
2024-09-19,social,859.88
2024-09-19,email,197.52
2024-09-19,affiliate,300.23
2024-09-19,display,416.9
2024-09-19,direct,0.0
2024-09-19,referral,46.42
2024-09-20,search,1237.83
2024-09-20,social,811.14
2024-09-20,email,134.34
2024-09-20,affiliate,242.64
2024-09-20,display,483.75
2024-09-20,direct,0.0
2024-09-20,referral,59.04
2024-09-21,search,779.42
2024-09-21,social,572.04
2024-09-21,email,146.67
2024-09-21,affiliate,213.25
2024-09-21,display,342.05
2024-09-21,direct,0.0
2024-09-21,referral,30.86
2024-09-22,search,878.65
2024-09-22,social,776.41
2024-09-22,email,122.21
2024-09-22,affiliate,288.88
2024-09-22,display,316.02
2024-09-22,direct,0.0
2024-09-22,referral,38.87
2024-09-23,search,1196.59
2024-09-23,social,954.25
2024-09-23,email,205.78
2024-09-23,affiliate,369.96
2024-09-23,display,334.88
2024-09-23,direct,0.0
2024-09-23,referral,47.22
2024-09-24,search,1225.98
2024-09-24,social,756.44
2024-09-24,email,250.34
2024-09-24,affiliate,255.93
2024-09-24,display,534.46
2024-09-24,direct,0.0
2024-09-24,referral,44.25
2024-09-25,search,1127.43
2024-09-25,social,891.61
2024-09-25,email,150.77
2024-09-25,affiliate,247.38
2024-09-25,display,424.87
2024-09-25,direct,0.0
2024-09-25,referral,39.76
2024-09-26,search,1333.44
2024-09-26,social,789.64
2024-09-26,email,240.63
2024-09-26,affiliate,252.93
2024-09-26,display,316.01
2024-09-26,direct,0.0
2024-09-26,referral,55.38
2024-09-27,search,1203.07
2024-09-27,social,740.0
2024-09-27,email,242.03
2024-09-27,affiliate,263.91
2024-09-27,display,422.32
2024-09-27,direct,0.0
2024-09-27,referral,41.86
2024-09-28,search,1271.7
2024-09-28,social,769.18
2024-09-28,email,158.9
2024-09-28,affiliate,219.74
2024-09-28,display,432.91
2024-09-28,direct,0.0
2024-09-28,referral,48.15
2024-09-29,search,896.72
2024-09-29,social,880.98
2024-09-29,email,218.45
2024-09-29,affiliate,247.13
2024-09-29,display,306.49
2024-09-29,direct,0.0
2024-09-29,referral,45.6
2024-09-30,search,1473.12
2024-09-30,social,871.81
2024-09-30,email,246.87
2024-09-30,affiliate,277.51
2024-09-30,display,403.03
2024-09-30,direct,0.0
2024-09-30,referral,50.04
2024-10-01,search,1236.03
2024-10-01,social,833.47
2024-10-01,email,155.56
2024-10-01,affiliate,321.57
2024-10-01,display,314.62
2024-10-01,direct,0.0
2024-10-01,referral,42.57
2024-10-02,search,1249.37
2024-10-02,social,933.27
2024-10-02,email,252.39
2024-10-02,affiliate,294.96
2024-10-02,display,455.12
2024-10-02,direct,0.0
2024-10-02,referral,42.92
2024-10-03,search,771.7
2024-10-03,social,590.16
2024-10-03,email,213.92
2024-10-03,affiliate,294.81
2024-10-03,display,291.78
2024-10-03,direct,0.0
2024-10-03,referral,51.47
2024-10-04,search,1207.9
2024-10-04,social,779.61
2024-10-04,email,212.09
2024-10-04,affiliate,299.53
2024-10-04,display,472.08
2024-10-04,direct,0.0
2024-10-04,referral,51.97
2024-10-05,search,888.07
2024-10-05,social,671.16
2024-10-05,email,137.63
2024-10-05,affiliate,303.89
2024-10-05,display,400.9
2024-10-05,direct,0.0
2024-10-05,referral,48.69
2024-10-06,search,764.29
2024-10-06,social,859.18
2024-10-06,email,152.56
2024-10-06,affiliate,214.72
2024-10-06,display,415.7
2024-10-06,direct,0.0
2024-10-06,referral,35.94
2024-10-07,search,1450.47
2024-10-07,social,659.33
2024-10-07,email,229.22
2024-10-07,affiliate,353.89
2024-10-07,display,461.85
2024-10-07,direct,0.0
2024-10-07,referral,58.24
2024-10-08,search,1197.39
2024-10-08,social,846.48
2024-10-08,email,182.86
2024-10-08,affiliate,355.66
2024-10-08,display,355.51
2024-10-08,direct,0.0
2024-10-08,referral,51.2
2024-10-09,search,1270.72
2024-10-09,social,875.12
2024-10-09,email,153.78
2024-10-09,affiliate,227.61
2024-10-09,display,489.27
2024-10-09,direct,0.0
2024-10-09,referral,55.74
2024-10-10,search,765.71
2024-10-10,social,774.45
2024-10-10,email,143.49
2024-10-10,affiliate,240.67
2024-10-10,display,488.64
2024-10-10,direct,0.0
2024-10-10,referral,51.18
2024-10-11,search,951.12
2024-10-11,social,708.48
2024-10-11,email,234.86
2024-10-11,affiliate,339.01
2024-10-11,display,287.75
2024-10-11,direct,0.0
2024-10-11,referral,52.51
2024-10-12,search,1091.25
2024-10-12,social,699.88
2024-10-12,email,204.65
2024-10-12,affiliate,285.34
2024-10-12,display,406.18
2024-10-12,direct,0.0
2024-10-12,referral,44.97
2024-10-13,search,1002.95
2024-10-13,social,635.33
2024-10-13,email,179.84
2024-10-13,affiliate,349.45
2024-10-13,display,339.25
2024-10-13,direct,0.0
2024-10-13,referral,46.49
2024-10-14,search,1241.52
2024-10-14,social,777.65
2024-10-14,email,217.38
2024-10-14,affiliate,318.77
2024-10-14,display,405.62
2024-10-14,direct,0.0
2024-10-14,referral,47.95
2024-10-15,search,1628.36
2024-10-15,social,906.68
2024-10-15,email,147.02
2024-10-15,affiliate,246.77
2024-10-15,display,492.5
